;property_type;room_type;bed_type;accommodates;bedrooms;beds;number_of_reviews;bathrooms;price
4376;Apartment;Private room;Real Bed;2;1;2;0;2;298
4377;Apartment;Entire home/apt;Real Bed;6;3;3;0;2;60
4378;Apartment;Private room;Real Bed;2;1;1;3;1;30
4379;Serviced apartment;Entire home/apt;Real Bed;3;1;1;0;1;174
4380;Apartment;Entire home/apt;Real Bed;3;1;1;5;1;55
4381;Apartment;Entire home/apt;Real Bed;4;2;3;0;2;527
4382;Guesthouse;Private room;Real Bed;3;1;2;7;1;416
4383;Apartment;Entire home/apt;Real Bed;4;1;4;5;1;14
4384;Apartment;Entire home/apt;Real Bed;3;1;1;0;1;112
4385;Apartment;Entire home/apt;Real Bed;3;2;2;0;1;56
4386;Apartment;Entire home/apt;Real Bed;4;1;1;35;1;119
4387;Condominium;Entire home/apt;Real Bed;10;3;7;0;3;451
4388;Apartment;Private room;Real Bed;2;1;1;0;1;145
4389;Apartment;Entire home/apt;Real Bed;4;1;1;1;1;101
4390;Apartment;Private room;Real Bed;1;1;1;0;2;267
4391;Apartment;Entire home/apt;Real Bed;4;1;2;0;1;75
4392;Apartment;Private room;Real Bed;1;0;1;0;1;283
4393;Condominium;Entire home/apt;Real Bed;4;2;2;0;1;66
4394;Apartment;Entire home/apt;Real Bed;3;0;2;8;1;879
4395;Apartment;Entire home/apt;Real Bed;3;1;2;0;1;179
4396;House;Entire home/apt;Real Bed;8;4;4;0;3;392
4397;Guest suite;Private room;Real Bed;2;1;1;0;2;180
4398;Apartment;Entire home/apt;Real Bed;6;3;3;0;1.5;1201
4399;Boutique hotel;Private room;Real Bed;2;2;2;0;2;169
4400;House;Entire home/apt;Real Bed;4;2;2;2;1;250
4401;Apartment;Entire home/apt;Real Bed;2;1;3;0;1;197
4402;Apartment;Entire home/apt;Real Bed;5;3;3;0;1;50
4403;Apartment;Private room;Real Bed;1;1;1;248;1;148
4404;Bungalow;Private room;Real Bed;4;2;2;2;2;100
4405;Apartment;Entire home/apt;Real Bed;2;1;2;0;1;37
4406;Apartment;Private room;Real Bed;4;1;3;0;1;80
4407;Apartment;Shared room;Real Bed;1;1;1;0;1;267
4408;Condominium;Entire home/apt;Real Bed;10;0;6;0;2;2002
4409;Apartment;Private room;Real Bed;2;1;1;0;1;35
4410;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;801
4411;Apartment;Private room;Real Bed;2;0;1;0;1;361
4412;Apartment;Entire home/apt;Real Bed;4;1;3;0;1.5;754
4413;House;Entire home/apt;Real Bed;10;5;5;0;5.5;3250
4414;Condominium;Private room;Real Bed;2;0;1;0;1;251
4415;Apartment;Entire home/apt;Real Bed;2;1;1;24;1;175
4416;Bed and breakfast;Entire home/apt;Real Bed;2;1;2;1;1;2378
4417;Apartment;Entire home/apt;Real Bed;5;2;3;59;1;119
4418;Loft;Entire home/apt;Real Bed;6;3;3;4;2;1190
4419;Apartment;Private room;Real Bed;4;1;2;25;1.5;274
4420;Apartment;Entire home/apt;Real Bed;6;3;1;0;1;80
4421;House;Entire home/apt;Real Bed;4;1;2;0;1;550
4422;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;620
4423;Condominium;Private room;Real Bed;2;1;1;0;1;353
4424;Apartment;Entire home/apt;Real Bed;3;2;2;0;1;81
4425;Bed and breakfast;Entire home/apt;Real Bed;16;10;16;1;8;2083
4426;Condominium;Entire home/apt;Real Bed;4;2;2;93;1;99
4427;Apartment;Entire home/apt;Real Bed;4;1;1;18;1;112
4428;Condominium;Entire home/apt;Real Bed;4;1;1;0;1;637
4429;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;68
4430;House;Private room;Real Bed;2;1;2;0;1;70
4431;Apartment;Entire home/apt;Real Bed;4;2;2;0;1;150
4432;Bed and breakfast;Private room;Real Bed;3;1;2;0;1.5;40
4433;Apartment;Private room;Real Bed;1;1;1;0;1;60
4434;Apartment;Private room;Real Bed;1;1;1;0;1;25
4435;Apartment;Private room;Real Bed;2;1;1;0;1;46
4436;Serviced apartment;Entire home/apt;Real Bed;6;2;4;4;2;443
4437;Loft;Private room;Real Bed;2;1;1;14;1;125
4438;Apartment;Entire home/apt;Real Bed;7;3;4;134;1;1217
4439;Apartment;Entire home/apt;Real Bed;16;7;9;0;1;199
4440;Apartment;Private room;Real Bed;1;1;1;0;1;746
4441;Apartment;Entire home/apt;Real Bed;2;1;1;7;1;160
4442;Apartment;Private room;Real Bed;2;1;1;185;1.5;18
4443;House;Private room;Real Bed;2;1;1;17;1;65
4444;House;Private room;Real Bed;2;1;1;95;1;80
4445;Loft;Entire home/apt;Real Bed;2;1;1;0;1;150
4446;Condominium;Entire home/apt;Real Bed;5;2;3;0;2;149
4447;Apartment;Entire home/apt;Real Bed;2;1;1;1;1;502
4448;Apartment;Entire home/apt;Real Bed;3;0;2;0;1;518
4449;Apartment;Entire home/apt;Real Bed;6;2;3;0;1;903
4450;Apartment;Private room;Real Bed;2;1;1;178;1;42
4451;Apartment;Private room;Real Bed;2;1;1;210;1;55
4452;Apartment;Entire home/apt;Real Bed;3;1;1;8;1;237
4453;House;Private room;Real Bed;2;1;1;48;1;69
4454;Apartment;Entire home/apt;Real Bed;3;1;1;4;1;205
4455;Apartment;Entire home/apt;Real Bed;2;0;1;0;1;51
4456;House;Entire home/apt;Real Bed;6;3;3;1;2.5;150
4457;Condominium;Private room;Real Bed;3;1;2;0;1;447
4458;Townhouse;Entire home/apt;Real Bed;10;3;4;1;3;299
4459;Apartment;Private room;Real Bed;2;1;1;0;1;479
4460;Apartment;Private room;Real Bed;1;1;1;0;1;35
4461;Apartment;Private room;Futon;2;1;1;0;1;101
4462;House;Private room;Real Bed;16;1;7;65;5;168
4463;Apartment;Entire home/apt;Real Bed;4;1;1;15;1;121
4464;Apartment;Private room;Real Bed;3;2;2;0;1;37
4465;Apartment;Entire home/apt;Real Bed;1;1;1;0;1;432
4466;Apartment;Entire home/apt;Real Bed;6;2;5;13;2;886
4467;Apartment;Entire home/apt;Real Bed;4;1;1;55;1;209
4468;Apartment;Private room;Real Bed;3;2;2;22;1;45
4469;Apartment;Entire home/apt;Real Bed;4;1;2;103;1;70
4470;Apartment;Entire home/apt;Real Bed;2;1;1;4;1;151
4471;Bed and breakfast;Private room;Real Bed;2;1;1;229;2;40
4472;Guest suite;Private room;Real Bed;2;1;1;15;1;168
4473;Apartment;Entire home/apt;Real Bed;2;1;0;135;1;127
4474;Apartment;Private room;Real Bed;2;1;1;2;1;30
4475;Apartment;Private room;Real Bed;1;1;1;27;1;424
4476;Apartment;Entire home/apt;Real Bed;4;1;2;124;1;200
4477;Condominium;Entire home/apt;Real Bed;6;2;3;41;2;269
4478;Condominium;Entire home/apt;Airbed;2;1;0;11;1;105
4479;Chalet;Entire home/apt;Real Bed;4;1;4;32;1;401
4480;Apartment;Entire home/apt;Real Bed;4;2;2;16;1;75
4481;Apartment;Entire home/apt;Real Bed;5;1;3;270;1;120
4482;Apartment;Private room;Real Bed;2;1;2;103;1;57
4483;Apartment;Entire home/apt;Real Bed;5;2;2;12;1;74
4484;Loft;Entire home/apt;Real Bed;3;1;1;3;1;269
4485;Apartment;Private room;Real Bed;2;1;3;0;1.5;79
4486;Apartment;Entire home/apt;Real Bed;2;1;1;74;1;475
4487;Apartment;Entire home/apt;Real Bed;4;3;4;10;2;52
4488;Apartment;Entire home/apt;Real Bed;2;1;1;47;1;295
4489;Apartment;Entire home/apt;Real Bed;4;3;2;2;1;85
4490;Apartment;Entire home/apt;Real Bed;4;1;1;0;1;150
4491;Apartment;Private room;Real Bed;4;0;2;36;1;597
4492;Apartment;Entire home/apt;Real Bed;4;1;2;25;1;100
4493;Apartment;Entire home/apt;Real Bed;2;1;1;4;1;95
4494;Apartment;Entire home/apt;Real Bed;4;1;3;76;1;127
4495;Apartment;Entire home/apt;Real Bed;4;2;2;9;1;200
4496;Apartment;Entire home/apt;Real Bed;4;2;2;1;1;40
4497;Apartment;Private room;Real Bed;1;1;1;52;1;58
4498;House;Private room;Real Bed;1;1;1;0;1;149
4499;Apartment;Entire home/apt;Real Bed;2;1;1;24;1;298
4500;Apartment;Entire home/apt;Real Bed;5;2;4;3;3;500
4501;Apartment;Private room;Real Bed;1;1;1;38;1;78
4502;Apartment;Private room;Real Bed;1;1;1;2;1;90
4503;Serviced apartment;Entire home/apt;Real Bed;4;1;2;85;1;250
4504;House;Private room;Real Bed;4;1;2;122;1;125
4505;Apartment;Private room;Real Bed;2;1;2;6;1;447
4506;Apartment;Entire home/apt;Real Bed;2;0;1;12;1;125
4507;Apartment;Entire home/apt;Real Bed;4;1;2;91;1;28
4508;House;Shared room;Real Bed;2;1;1;0;1;316
4509;Apartment;Entire home/apt;Real Bed;4;2;2;8;2;127
4510;Apartment;Private room;Real Bed;4;1;1;54;2;95
4511;Guesthouse;Entire home/apt;Real Bed;6;1;3;115;1;165
4512;House;Entire home/apt;Real Bed;6;2;3;9;2.5;210
4513;Apartment;Entire home/apt;Real Bed;2;1;1;85;1;80
4514;Guest suite;Entire home/apt;Real Bed;2;1;1;152;1;79
4515;Apartment;Private room;Real Bed;2;1;1;4;1;60
4516;Cottage;Entire home/apt;Real Bed;16;6;11;1;6;450
4517;Apartment;Entire home/apt;Real Bed;2;1;1;7;1;117
4518;Apartment;Private room;Real Bed;2;1;1;64;1;151
4519;Apartment;Entire home/apt;Real Bed;4;2;3;63;2;160
4520;Apartment;Entire home/apt;Real Bed;4;1;1;113;1;145
4521;House;Entire home/apt;Real Bed;10;3;5;106;2;240
4522;Other;Private room;Real Bed;2;1;2;0;1;211
4523;Apartment;Private room;Real Bed;2;1;1;141;1;200
4524;Apartment;Private room;Real Bed;2;1;1;28;1;39
4525;Loft;Private room;Real Bed;2;1;1;20;1.5;60
4526;Apartment;Entire home/apt;Real Bed;4;2;3;62;1;130
4527;Loft;Entire home/apt;Real Bed;2;1;1;48;1;120
4528;Condominium;Entire home/apt;Real Bed;2;0;1;110;1;261
4529;Apartment;Entire home/apt;Real Bed;2;1;1;261;1;28
4530;Apartment;Private room;Real Bed;1;1;1;6;1;250
4531;Apartment;Entire home/apt;Real Bed;5;1;2;93;1;150
4532;Apartment;Private room;Real Bed;2;1;1;0;1;65
4533;Apartment;Entire home/apt;Real Bed;4;2;2;133;1;149
4534;Apartment;Entire home/apt;Real Bed;9;2;4;180;1;832
4535;Apartment;Entire home/apt;Real Bed;6;3;3;1;1;85
4536;Condominium;Entire home/apt;Real Bed;2;0;1;533;1;124
4537;Apartment;Entire home/apt;Real Bed;2;1;1;97;1;237
4538;Apartment;Private room;Real Bed;4;2;2;0;1;16
4539;Apartment;Private room;Real Bed;2;1;1;3;1;49
4540;Apartment;Entire home/apt;Real Bed;2;1;1;1;1;350
4541;Apartment;Entire home/apt;Real Bed;14;7;12;10;4;550
4542;Apartment;Entire home/apt;Real Bed;2;1;1;44;1;70
4543;Apartment;Entire home/apt;Real Bed;4;0;2;83;1;129
4544;Apartment;Entire home/apt;Real Bed;2;0;2;2;1;89
4545;Apartment;Entire home/apt;Real Bed;10;3;6;60;1;227
4546;House;Entire home/apt;Real Bed;9;4;6;61;4;150
4547;Apartment;Entire home/apt;Real Bed;4;2;2;2;2;421
4548;Apartment;Entire home/apt;Real Bed;3;1;1;2;1;180
4549;Aparthotel;Private room;Real Bed;6;2;3;18;1;200
4550;Apartment;Entire home/apt;Real Bed;3;1;2;16;1;1192
4551;Apartment;Entire home/apt;Real Bed;4;1;3;83;1;280
4552;Townhouse;Entire home/apt;Real Bed;2;1;1;173;1;110
4553;Loft;Entire home/apt;Real Bed;2;1;1;120;1;131
4554;Apartment;Entire home/apt;Real Bed;6;2;4;87;2;150
4555;Cottage;Entire home/apt;Real Bed;2;1;1;48;1;84
4556;Condominium;Entire home/apt;Real Bed;4;1;2;101;1;239
4557;Apartment;Entire home/apt;Real Bed;2;1;2;18;1;46
4558;Apartment;Entire home/apt;Real Bed;3;1;3;1;1;295
4559;House;Entire home/apt;Real Bed;6;3;6;2;2;250
4560;Apartment;Entire home/apt;Real Bed;4;1;2;12;1;60
4561;Apartment;Entire home/apt;Real Bed;6;2;3;0;2;1399
4562;Guest suite;Entire home/apt;Real Bed;2;0;1;171;1;97
4563;Apartment;Private room;Couch;1;1;1;8;1;65
4564;House;Private room;Real Bed;2;1;1;113;1;50
4565;House;Entire home/apt;Real Bed;15;4;7;6;3;399
4566;Apartment;Entire home/apt;Real Bed;4;1;2;8;1;699
4567;Condominium;Entire home/apt;Real Bed;4;1;2;3;1;70
4568;Apartment;Entire home/apt;Real Bed;4;2;3;164;1;801
4569;Loft;Entire home/apt;Real Bed;2;1;2;150;1;115
4570;Villa;Entire home/apt;Real Bed;6;2;3;26;2;295
4571;Apartment;Entire home/apt;Real Bed;2;1;1;2;1;95
4572;House;Entire home/apt;Real Bed;4;1;1;179;1;64
4573;House;Entire home/apt;Real Bed;4;2;3;0;2;2636
4574;Villa;Private room;Real Bed;2;1;1;11;1;70
4575;Bed and breakfast;Private room;Real Bed;2;1;2;0;1;80
4576;Apartment;Private room;Real Bed;2;1;1;210;2.5;28
4577;House;Private room;Real Bed;2;1;1;35;1;510
4578;House;Entire home/apt;Real Bed;2;1;2;8;1;211
4579;Apartment;Private room;Real Bed;2;1;1;0;1;75
4580;Apartment;Private room;Real Bed;2;1;1;101;2;77
4581;Apartment;Entire home/apt;Real Bed;6;1;5;0;1;290
4582;Apartment;Private room;Real Bed;1;1;1;85;1;50
4583;Apartment;Entire home/apt;Real Bed;3;1;2;28;1;99
4584;House;Entire home/apt;Real Bed;5;3;3;8;2;299
4585;Apartment;Private room;Real Bed;2;1;1;87;1;70
4586;Apartment;Entire home/apt;Real Bed;2;1;1;4;1;200
4587;Apartment;Entire home/apt;Real Bed;3;1;1;45;1;150
4588;House;Entire home/apt;Real Bed;8;3;6;50;2;250
4589;Condominium;Shared room;Real Bed;1;1;1;49;1;30
4590;Apartment;Entire home/apt;Real Bed;2;1;1;108;1;120
4591;House;Entire home/apt;Real Bed;10;5;7;4;2;751
4592;Apartment;Entire home/apt;Real Bed;5;3;3;15;1;165
4593;Apartment;Entire home/apt;Real Bed;2;1;1;15;1;100
4594;Apartment;Entire home/apt;Couch;2;1;1;1;1;75
4595;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;100
4596;Condominium;Private room;Real Bed;2;1;1;241;1;77
4597;Apartment;Entire home/apt;Real Bed;7;3;5;67;2.5;299
4598;Apartment;Entire home/apt;Real Bed;4;1;2;1;1;127
4599;House;Entire home/apt;Real Bed;2;1;1;114;1;181
4600;Apartment;Entire home/apt;Real Bed;4;2;3;1;2;148
4601;Apartment;Entire home/apt;Real Bed;2;1;1;10;1;64
4602;Bungalow;Entire home/apt;Real Bed;8;3;5;59;2;140
4603;Apartment;Entire home/apt;Real Bed;2;1;1;204;1;887
4604;Apartment;Entire home/apt;Real Bed;2;0;2;8;1;250
4605;Apartment;Entire home/apt;Pull-out Sofa;3;1;1;116;1;550
4606;House;Entire home/apt;Real Bed;8;4;4;14;2.5;623
4607;Apartment;Private room;Real Bed;1;1;1;33;1;377
4608;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;50
4609;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;45
4610;Apartment;Entire home/apt;Real Bed;5;2;3;91;1;235
4611;Apartment;Entire home/apt;Real Bed;2;0;1;3;1;150
4612;Farm stay;Entire home/apt;Real Bed;16;9;16;13;9;500
4613;Apartment;Entire home/apt;Real Bed;4;2;3;59;1;99
4614;Apartment;Entire home/apt;Real Bed;2;1;1;47;1;220
4615;Apartment;Entire home/apt;Real Bed;4;2;2;143;1;1178
4616;Apartment;Private room;Real Bed;2;1;1;0;1;295
4617;Apartment;Entire home/apt;Real Bed;3;1;1;32;1;215
4618;House;Private room;Real Bed;2;1;2;0;1;55
4620;Apartment;Entire home/apt;Real Bed;2;1;1;24;1;70
4621;Apartment;Entire home/apt;Real Bed;4;2;4;0;1.5;1201
4622;Apartment;Private room;Real Bed;6;3;3;23;1;185
4623;Apartment;Entire home/apt;Real Bed;3;1;2;140;1;300
4624;Apartment;Entire home/apt;Real Bed;4;1;1;168;1.5;129
4625;Apartment;Entire home/apt;Real Bed;6;3;2;32;1;110
4626;House;Private room;Real Bed;1;1;1;0;1;35
4627;Apartment;Entire home/apt;Real Bed;5;3;3;0;1;101
4628;Loft;Entire home/apt;Real Bed;4;1;2;255;1;83
4629;Guesthouse;Entire home/apt;Real Bed;3;1;2;64;1;124
4630;Condominium;Entire home/apt;Real Bed;5;1;2;94;1;170
4631;House;Private room;Real Bed;2;1;1;88;1;90
4632;Apartment;Private room;Real Bed;2;0;1;129;0.5;99
4633;House;Private room;Real Bed;1;1;1;1;1;237
4634;Apartment;Private room;Futon;4;2;2;14;1;50
4635;Apartment;Entire home/apt;Real Bed;4;1;1;165;1;210
4636;Apartment;Entire home/apt;Real Bed;8;2;8;4;2;149
4637;House;Private room;Real Bed;3;1;2;0;1;373
4638;Apartment;Entire home/apt;Real Bed;5;3;3;18;1;60
4639;Apartment;Entire home/apt;Real Bed;4;2;3;161;2;400
4640;Apartment;Private room;Real Bed;1;1;1;0;3.5;71
4641;Apartment;Entire home/apt;Real Bed;8;3;5;223;2;1319
4642;House;Entire home/apt;Real Bed;3;1;2;30;1;145
4643;Apartment;Private room;Real Bed;2;1;2;229;1;85
4644;Apartment;Entire home/apt;Real Bed;2;1;1;3;1;200
4645;Apartment;Private room;Real Bed;2;1;1;0;1;200
4646;House;Private room;Real Bed;7;4;4;17;1;47
4647;Apartment;Entire home/apt;Real Bed;2;0;1;95;1;135
4648;Apartment;Private room;Real Bed;4;1;3;89;1;353
4649;Apartment;Entire home/apt;Real Bed;4;2;3;6;2;172
4650;Apartment;Entire home/apt;Real Bed;2;0;1;45;1;230
4651;Apartment;Entire home/apt;Real Bed;4;1;3;0;2;627
4652;Aparthotel;Private room;Real Bed;6;2;6;17;1;274
4653;Apartment;Private room;Real Bed;2;1;1;14;1;105
4654;Apartment;Entire home/apt;Real Bed;3;2;3;0;1;142
4655;Apartment;Private room;Real Bed;2;1;1;171;1;105
4656;Apartment;Entire home/apt;Real Bed;2;1;1;15;1;534
4657;Apartment;Entire home/apt;Real Bed;2;1;1;52;1;128
4658;Apartment;Private room;Real Bed;2;1;1;0;1;90
4659;Apartment;Entire home/apt;Real Bed;2;1;1;36;1;130
4660;Apartment;Entire home/apt;Real Bed;3;1;2;29;1;550
4661;House;Private room;Real Bed;4;1;2;0;1;649
4662;Serviced apartment;Entire home/apt;Real Bed;3;1;1;62;1;174
4663;Apartment;Entire home/apt;Real Bed;3;1;2;64;1;209
4664;House;Entire home/apt;Real Bed;4;2;3;145;1;145
4665;Apartment;Entire home/apt;Real Bed;2;1;1;7;1;242
4666;Boutique hotel;Private room;Real Bed;3;1;2;210;1;761
4667;Apartment;Entire home/apt;Real Bed;4;2;2;0;1;129
4668;Apartment;Private room;Real Bed;1;1;1;1;1;53
4669;Apartment;Entire home/apt;Real Bed;3;2;2;10;1;151
4670;House;Entire home/apt;Real Bed;6;2;3;92;1;190
4671;Apartment;Private room;Real Bed;2;1;1;34;1;50
4672;Apartment;Private room;Real Bed;2;1;1;3;1;250
4673;Apartment;Private room;Futon;2;1;1;48;1;40
4674;Apartment;Entire home/apt;Real Bed;4;2;2;79;2;578
4675;Apartment;Entire home/apt;Real Bed;2;0;1;8;1;280
4676;Condominium;Entire home/apt;Real Bed;8;3;4;4;3;599
4677;Apartment;Private room;Real Bed;2;1;1;32;1;100
4678;Apartment;Private room;Real Bed;1;1;0;48;1;80
4679;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;95
4680;Apartment;Private room;Real Bed;2;1;2;3;1;149
4681;Apartment;Entire home/apt;Real Bed;2;1;1;6;2;101
4682;Apartment;Entire home/apt;Real Bed;4;1;2;0;1;117
4683;Townhouse;Entire home/apt;Real Bed;6;2;2;138;2;198
4684;Apartment;Entire home/apt;Real Bed;2;1;1;88;1;101
4685;Apartment;Private room;Real Bed;3;1;1;420;1.5;85
4686;Apartment;Entire home/apt;Real Bed;4;2;3;18;2;295
4687;House;Private room;Real Bed;2;1;1;0;2;45
4688;Hotel;Private room;Real Bed;2;1;1;2;1;200
4689;Apartment;Private room;Real Bed;2;1;1;0;1;46
4690;Apartment;Entire home/apt;Real Bed;4;2;4;68;2;351
4691;Apartment;Entire home/apt;Real Bed;6;2;5;171;1;195
4692;Apartment;Entire home/apt;Real Bed;5;3;3;2;1;140
4693;Apartment;Private room;Real Bed;3;2;2;1;2;280
4694;Apartment;Private room;Real Bed;3;1;2;126;1;95
4695;Apartment;Private room;Real Bed;2;1;1;102;1;100
4696;Serviced apartment;Entire home/apt;Real Bed;13;6;7;39;7;3253
4697;Loft;Entire home/apt;Real Bed;2;1;2;87;1;25
4698;Apartment;Entire home/apt;Real Bed;6;2;4;3;2;249
4699;Apartment;Entire home/apt;Real Bed;2;1;2;91;1;86
4700;Apartment;Private room;Real Bed;1;1;1;0;1;127
4701;Apartment;Private room;Real Bed;2;1;1;171;1.5;78
4702;Apartment;Private room;Real Bed;2;1;1;11;1.5;42
4703;Apartment;Private room;Real Bed;2;1;1;1;1;93
4704;Apartment;Private room;Real Bed;2;1;1;60;1;100
4705;Apartment;Entire home/apt;Real Bed;2;1;1;101;1;261
4706;Apartment;Entire home/apt;Real Bed;5;1;3;32;1;453
4707;Apartment;Entire home/apt;Real Bed;3;1;2;0;1;280
4708;Apartment;Entire home/apt;Real Bed;4;1;2;6;1;60
4709;Apartment;Entire home/apt;Real Bed;3;1;1;6;1;254
4710;Apartment;Entire home/apt;Real Bed;3;1;1;4;1;75
4711;Loft;Entire home/apt;Real Bed;3;1;1;219;1;145
4712;Apartment;Entire home/apt;Real Bed;2;0;1;15;1.5;48
4713;Apartment;Private room;Real Bed;2;1;1;31;1;35
4714;Apartment;Entire home/apt;Real Bed;3;1;1;24;1;264
4715;Serviced apartment;Private room;Pull-out Sofa;1;1;1;6;1;119
4716;Apartment;Private room;Real Bed;4;1;2;40;1;62
4717;House;Private room;Real Bed;2;1;1;47;1;131
4718;Apartment;Entire home/apt;Real Bed;3;1;2;12;1;194
4719;Apartment;Entire home/apt;Real Bed;6;3;3;0;2.5;1529
4720;Apartment;Private room;Real Bed;2;1;1;42;1;25
4721;Apartment;Private room;Real Bed;2;1;1;4;2;903
4722;Apartment;Entire home/apt;Real Bed;5;1;3;10;1;100
4723;Apartment;Private room;Real Bed;2;1;1;0;1;298
4724;Apartment;Private room;Real Bed;2;1;1;2;2;121
4725;Apartment;Entire home/apt;Real Bed;2;0;1;10;1;283
4726;Apartment;Private room;Real Bed;1;1;3;1;2;201
4727;Farm stay;Entire home/apt;Real Bed;3;1;1;76;1;175
4728;Hostel;Private room;Real Bed;2;1;2;28;1;502
4729;House;Entire home/apt;Real Bed;6;3;3;51;2;175
4730;Apartment;Entire home/apt;Real Bed;5;2;3;3;1;250
4731;Apartment;Private room;Real Bed;4;1;3;5;1;487
4732;Apartment;Entire home/apt;Real Bed;2;1;1;15;1;185
4733;House;Private room;Real Bed;3;1;1;216;2;75
4734;Apartment;Entire home/apt;Real Bed;2;1;1;23;1;75
4735;Apartment;Entire home/apt;Real Bed;4;2;3;63;2;705
4736;Apartment;Entire home/apt;Real Bed;4;1;1;164;1;75
4737;Apartment;Private room;Real Bed;1;1;1;159;1;61
4738;Apartment;Private room;Real Bed;1;1;1;42;1;58
4739;Apartment;Entire home/apt;Real Bed;5;2;4;4;1;601
4740;Apartment;Entire home/apt;Real Bed;6;3;5;174;2;90
4741;Apartment;Entire home/apt;Real Bed;4;1;2;1;1;380
4742;Apartment;Shared room;Real Bed;2;1;1;0;1;211
4743;Apartment;Entire home/apt;Real Bed;2;0;1;28;1;75
4744;House;Entire home/apt;Real Bed;8;4;4;127;2;384
4745;Apartment;Private room;Real Bed;2;1;1;0;1;75
4746;Apartment;Private room;Real Bed;2;1;1;258;1;99
4747;Apartment;Entire home/apt;Real Bed;6;2;3;1;1.5;336
4748;Apartment;Private room;Real Bed;2;1;1;55;1;185
4749;Apartment;Entire home/apt;Real Bed;2;1;1;24;1;150
4750;Bed and breakfast;Private room;Real Bed;2;1;2;4;1;903
4751;Apartment;Entire home/apt;Real Bed;2;1;1;2;1;145
4752;House;Entire home/apt;Real Bed;5;3;4;23;2;140
4753;Apartment;Private room;Real Bed;2;1;2;0;2;30
4754;Apartment;Private room;Real Bed;3;1;2;408;1;29
4755;Condominium;Entire home/apt;Real Bed;6;2;4;68;2;500
4756;House;Entire home/apt;Real Bed;12;4;10;11;3;525
4757;Apartment;Entire home/apt;Real Bed;4;1;2;2;1;70
4758;Apartment;Private room;Real Bed;2;1;1;71;1;55
4759;Apartment;Entire home/apt;Real Bed;2;1;1;15;1;139
4761;Apartment;Private room;Real Bed;3;1;2;2;1;148
4762;Apartment;Entire home/apt;Real Bed;6;2;4;123;2;96
4763;Apartment;Entire home/apt;Real Bed;2;1;1;26;1;801
4764;House;Entire home/apt;Real Bed;8;3;4;21;2;110
4765;Loft;Private room;Real Bed;2;1;1;83;1;125
4766;Boutique hotel;Private room;Real Bed;2;1;1;18;1;100
4767;Apartment;Entire home/apt;Real Bed;4;2;3;120;1;97
4768;Apartment;Entire home/apt;Real Bed;4;1;2;177;1;871
4769;Apartment;Entire home/apt;Real Bed;2;0;1;141;1;385
4770;Serviced apartment;Private room;Real Bed;4;1;1;1;1;290
4771;Condominium;Entire home/apt;Real Bed;2;2;2;88;1;300
4772;Apartment;Private room;Real Bed;1;1;1;0;1;60
4773;Apartment;Private room;Real Bed;2;1;1;56;1;23
4774;Apartment;Entire home/apt;Real Bed;3;1;1;124;1;165
4775;Apartment;Private room;Real Bed;3;2;3;265;1;60
4776;Apartment;Entire home/apt;Real Bed;3;1;1;44;1;206
4777;House;Entire home/apt;Real Bed;4;2;2;61;1;189
4778;Apartment;Entire home/apt;Real Bed;2;1;1;122;1;199
4779;Apartment;Entire home/apt;Real Bed;6;2;3;11;1.5;156
4780;Apartment;Private room;Real Bed;2;1;2;17;2;101
4781;Apartment;Private room;Real Bed;2;1;2;21;1;201
4782;House;Entire home/apt;Real Bed;5;3;3;102;1.5;350
4783;Loft;Entire home/apt;Real Bed;3;1;2;10;1;290
4784;Apartment;Private room;Real Bed;2;1;1;0;1;30
4785;Apartment;Private room;Real Bed;2;1;1;0;1;72
4786;House;Private room;Real Bed;2;1;1;6;2;50
4787;Apartment;Entire home/apt;Real Bed;2;1;1;5;1;200
4788;Apartment;Entire home/apt;Real Bed;4;3;4;7;1;1382
4789;Apartment;Private room;Real Bed;1;1;1;0;1;100
4790;Apartment;Entire home/apt;Real Bed;2;1;1;27;1;120
4791;Apartment;Entire home/apt;Real Bed;2;1;1;83;1;185
4792;Apartment;Private room;Real Bed;2;1;2;0;1;100
4793;Apartment;Entire home/apt;Real Bed;2;1;1;30;1;200
4794;Apartment;Entire home/apt;Real Bed;2;1;1;5;1;40
4795;House;Private room;Real Bed;2;1;1;155;1;75
4796;House;Entire home/apt;Real Bed;6;2;3;23;2;500
4797;Apartment;Entire home/apt;Real Bed;4;2;2;231;2;500
4798;Townhouse;Entire home/apt;Real Bed;6;4;4;5;2;119
4799;Apartment;Entire home/apt;Real Bed;2;0;1;6;1;50
4800;Loft;Entire home/apt;Real Bed;3;1;1;24;1;385
4801;Cabin;Entire home/apt;Real Bed;2;0;1;124;1;129
4802;Apartment;Entire home/apt;Futon;2;1;1;0;1;81
4803;Apartment;Entire home/apt;Real Bed;8;3;5;166;2;39
4804;Bed and breakfast;Private room;Real Bed;1;1;1;0;1;100
4805;Apartment;Entire home/apt;Real Bed;3;1;4;112;1;260
4806;Apartment;Entire home/apt;Real Bed;2;0;1;0;1;153
