;property_type;room_type;bed_type;accommodates;bedrooms;beds;number_of_reviews;bathrooms;price
4807;Apartment;Entire home/apt;Real Bed;4;1;2;127;1;169
4808;House;Entire home/apt;Real Bed;4;2;2;6;1;240
4809;Apartment;Entire home/apt;Real Bed;2;2;1;12;1;250
4810;Apartment;Entire home/apt;Real Bed;2;1;1;48;1;138
4811;Apartment;Private room;Real Bed;2;1;1;94;1;55
4812;Serviced apartment;Entire home/apt;Real Bed;2;1;1;19;1;65
4813;Guesthouse;Shared room;Real Bed;8;1;8;19;3;181
4814;Apartment;Private room;Real Bed;1;1;1;40;1.5;58
4815;House;Private room;Real Bed;2;1;1;141;1.5;85
4816;Apartment;Private room;Real Bed;2;1;1;258;1.5;65
4817;Apartment;Private room;Real Bed;2;1;1;18;1;124
4818;Apartment;Entire home/apt;Real Bed;2;1;1;212;1;96
4819;House;Private room;Real Bed;2;1;1;89;1;259
4820;Apartment;Private room;Real Bed;1;1;1;70;1;115
4821;Condominium;Entire home/apt;Real Bed;7;3;5;2;2;143
4822;Apartment;Entire home/apt;Real Bed;4;1;1;152;1;115
4823;Apartment;Private room;Real Bed;2;1;1;3;1;100
4824;Apartment;Entire home/apt;Real Bed;6;3;3;124;1;341
4825;House;Entire home/apt;Real Bed;5;3;3;3;2.5;751
4826;Apartment;Entire home/apt;Real Bed;5;2;2;2;1;130
4827;Condominium;Entire home/apt;Real Bed;2;1;1;37;1;177
4828;Condominium;Entire home/apt;Real Bed;2;0;1;161;1;114
4829;Apartment;Entire home/apt;Real Bed;2;1;2;17;1;200
4830;Cottage;Entire home/apt;Real Bed;4;2;3;149;1;95
4831;Apartment;Shared room;Real Bed;2;1;1;0;1;576
4832;House;Entire home/apt;Real Bed;4;1;2;9;1;395
4833;Apartment;Entire home/apt;Real Bed;2;1;2;21;1;100
4834;Apartment;Entire home/apt;Couch;3;1;2;37;1;300
4835;Apartment;Entire home/apt;Futon;2;1;1;0;1;75
4836;Apartment;Entire home/apt;Real Bed;4;2;2;0;1;100
4837;Apartment;Private room;Real Bed;2;1;1;134;1;70
4838;Apartment;Entire home/apt;Real Bed;2;1;1;32;1;66
4839;Apartment;Entire home/apt;Real Bed;2;1;1;159;1;129
4840;Apartment;Private room;Real Bed;2;1;1;11;2;45
4841;Townhouse;Entire home/apt;Real Bed;10;4;6;185;4;135
4842;Apartment;Private room;Real Bed;2;3;1;15;1;127
4843;Apartment;Private room;Real Bed;2;1;1;0;2;80
4844;Apartment;Private room;Real Bed;2;1;1;91;1;30
4845;Apartment;Entire home/apt;Real Bed;2;1;1;12;1;151
4846;Apartment;Entire home/apt;Real Bed;2;0;1;2;1;754
4847;Condominium;Entire home/apt;Real Bed;4;1;1;142;1;147
4848;Apartment;Private room;Real Bed;2;1;1;43;1;70
4849;Apartment;Entire home/apt;Real Bed;7;2;4;4;1;121
4850;Apartment;Entire home/apt;Real Bed;4;1;2;1;1;101
4851;Guest suite;Entire home/apt;Real Bed;5;2;3;123;1;159
4852;House;Entire home/apt;Real Bed;4;3;3;3;1;395
4853;Apartment;Private room;Real Bed;2;1;1;1;1;251
4854;Apartment;Private room;Real Bed;2;1;1;23;1;550
4855;Apartment;Private room;Real Bed;2;1;1;1;1;591
4856;Apartment;Entire home/apt;Real Bed;3;0;2;96;1;97
4857;House;Entire home/apt;Real Bed;6;3;3;4;3;1000
4858;Serviced apartment;Private room;Real Bed;2;1;1;56;1;30
4859;Apartment;Entire home/apt;Real Bed;4;1;3;6;1;187
4860;House;Entire home/apt;Real Bed;8;4;4;28;3;100
4861;Loft;Entire home/apt;Real Bed;4;1;2;0;1;101
4862;Apartment;Entire home/apt;Real Bed;2;1;1;7;1;21
4863;Apartment;Entire home/apt;Real Bed;2;1;1;13;1;395
4864;Apartment;Entire home/apt;Real Bed;2;0;1;38;1;60
4865;Apartment;Entire home/apt;Real Bed;6;2;4;246;1;243
4866;Apartment;Entire home/apt;Real Bed;2;1;1;3;1;151
4867;Apartment;Entire home/apt;Real Bed;4;1;1;6;1;68
4868;House;Private room;Real Bed;2;1;1;2;1;359
4869;Loft;Entire home/apt;Real Bed;2;1;1;181;1;149
4870;Apartment;Entire home/apt;Real Bed;3;1;1;11;1;119
4871;Apartment;Entire home/apt;Real Bed;2;1;1;13;1;216
4872;Loft;Entire home/apt;Real Bed;2;0;0;43;1;136
4873;Hostel;Private room;Real Bed;2;1;1;6;1;353
4874;Apartment;Entire home/apt;Real Bed;4;1;2;14;1;67
4875;Apartment;Entire home/apt;Real Bed;6;2;5;25;2;115
4876;Apartment;Entire home/apt;Real Bed;5;2;2;7;1;149
4877;Apartment;Private room;Real Bed;2;1;1;23;1;84
4878;Boutique hotel;Private room;Real Bed;2;1;1;13;1;100
4879;Townhouse;Entire home/apt;Real Bed;5;2;2;92;1.5;198
4880;Bed and breakfast;Private room;Real Bed;2;1;2;1;1;85
4881;Serviced apartment;Entire home/apt;Real Bed;4;1;2;36;1;250
4882;Apartment;Entire home/apt;Real Bed;11;4;7;273;2.5;175
4883;House;Private room;Real Bed;2;1;1;91;0;89
4884;Apartment;Private room;Real Bed;1;1;1;56;1;26
4885;Apartment;Entire home/apt;Real Bed;5;2;4;18;2;120
4886;Apartment;Private room;Real Bed;1;1;1;2;1;125
4887;Apartment;Entire home/apt;Real Bed;7;2;3;151;2;749
4888;Apartment;Private room;Real Bed;2;1;1;0;1;32
4889;House;Entire home/apt;Real Bed;4;2;3;15;2;7002
4890;Condominium;Entire home/apt;Real Bed;2;1;1;65;1;179
4891;Apartment;Private room;Real Bed;3;1;1;147;1;55
4892;House;Entire home/apt;Real Bed;6;3;3;57;2;198
4893;Apartment;Entire home/apt;Real Bed;8;2;6;52;1;97
4894;Apartment;Entire home/apt;Real Bed;4;2;2;44;1;210
4895;Apartment;Entire home/apt;Real Bed;2;1;1;152;1;85
4896;Apartment;Entire home/apt;Real Bed;4;1;2;62;1;54
4897;Condominium;Entire home/apt;Real Bed;2;1;1;95;1;150
4898;Apartment;Entire home/apt;Real Bed;4;0;2;2;1;70
4899;Apartment;Entire home/apt;Real Bed;2;1;1;14;1;269
4900;Apartment;Entire home/apt;Real Bed;2;1;1;1;1;190
4901;Apartment;Entire home/apt;Real Bed;4;0;2;36;1;150
4902;Apartment;Entire home/apt;Real Bed;2;0;1;1;1;230
4903;Apartment;Private room;Real Bed;2;1;1;0;2;105
4904;Aparthotel;Private room;Real Bed;3;1;2;10;1;295
4905;Apartment;Entire home/apt;Real Bed;2;1;1;6;1;98
4906;House;Private room;Real Bed;2;1;1;60;2;55
4907;Apartment;Entire home/apt;Real Bed;2;1;1;1;1;115
4908;Apartment;Private room;Real Bed;1;1;1;0;2;39
4909;Apartment;Private room;Real Bed;1;1;1;0;1;849
4910;Condominium;Entire home/apt;Real Bed;6;2;4;108;1;229
4911;Apartment;Entire home/apt;Real Bed;2;2;2;0;2;55
4912;Condominium;Entire home/apt;Real Bed;4;2;2;62;1.5;99
4913;Apartment;Entire home/apt;Real Bed;8;3;4;0;1.5;1313
4914;Apartment;Entire home/apt;Real Bed;2;1;1;120;1;150
4915;Condominium;Private room;Real Bed;2;1;1;128;1;33
4916;Apartment;Private room;Real Bed;2;1;1;90;1;80
4917;Apartment;Private room;Real Bed;1;1;1;2;1;58
4918;Apartment;Private room;Real Bed;4;1;1;226;1.5;95
4919;Apartment;Private room;Real Bed;1;1;1;4;1;53
4920;Apartment;Private room;Real Bed;3;1;2;0;1;47
4921;Guest suite;Entire home/apt;Real Bed;2;1;1;143;1;90
4922;Apartment;Private room;Real Bed;1;1;1;0;1;46
4923;House;Entire home/apt;Real Bed;3;1;3;0;1;121
4924;Apartment;Entire home/apt;Real Bed;5;2;5;9;2;45
4925;House;Private room;Real Bed;2;1;1;2;1.5;68
4926;Apartment;Entire home/apt;Real Bed;6;3;5;40;2;451
4927;Apartment;Private room;Real Bed;2;1;1;5;1;35
4928;Apartment;Private room;Real Bed;1;1;1;1;1;70
4929;Apartment;Private room;Real Bed;1;1;1;26;1;35
4930;House;Private room;Real Bed;2;1;1;0;1;45
4931;Apartment;Entire home/apt;Real Bed;6;2;2;27;2;265
4932;Apartment;Private room;Real Bed;2;1;1;0;1;55
4933;Apartment;Entire home/apt;Real Bed;3;1;2;111;1;132
4934;Apartment;Entire home/apt;Real Bed;4;2;2;89;1;295
4935;Apartment;Private room;Real Bed;2;1;2;2;1.5;42
4936;House;Entire home/apt;Real Bed;6;3;4;10;2.5;480
4937;Apartment;Entire home/apt;Real Bed;5;2;2;1;1;95
4938;Apartment;Entire home/apt;Real Bed;2;1;1;3;1;301
4939;Apartment;Entire home/apt;Real Bed;2;1;1;8;1;746
4940;Apartment;Private room;Real Bed;2;1;1;3;1;50
4941;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;165
4942;House;Private room;Real Bed;2;1;1;20;1;80
4943;Apartment;Entire home/apt;Real Bed;2;1;1;9;1;45
4944;Apartment;Private room;Real Bed;1;1;1;4;1;64
4945;Serviced apartment;Entire home/apt;Real Bed;6;3;6;103;2;125
4946;Apartment;Entire home/apt;Real Bed;6;2;3;4;1;160
4947;Apartment;Private room;Real Bed;1;1;1;150;0.5;27
4948;Apartment;Entire home/apt;Real Bed;6;2;3;2;1;80
4949;Apartment;Private room;Real Bed;2;1;1;0;1;100
4950;Apartment;Entire home/apt;Real Bed;6;2;4;3;1;300
4951;Apartment;Entire home/apt;Real Bed;1;0;1;3;1;130
4952;Apartment;Entire home/apt;Real Bed;4;2;2;2;1.5;350
4953;Apartment;Entire home/apt;Real Bed;6;2;3;56;1;90
4954;House;Entire home/apt;Real Bed;5;1;8;183;1;105
4955;Apartment;Private room;Real Bed;4;1;2;7;1;74
4956;Apartment;Entire home/apt;Real Bed;2;1;1;48;1;75
4957;Apartment;Entire home/apt;Real Bed;2;1;1;195;1;145
4958;Cottage;Entire home/apt;Real Bed;7;3;5;3;2;148
4959;Apartment;Private room;Real Bed;2;1;1;20;1;95
4960;House;Private room;Real Bed;2;1;1;10;1.5;99
4961;Apartment;Entire home/apt;Real Bed;4;1;2;24;1;50
4962;Apartment;Entire home/apt;Real Bed;4;3;3;3;1.5;500
4963;Bungalow;Private room;Real Bed;2;1;1;29;2;65
4964;Loft;Entire home/apt;Real Bed;2;1;1;27;1;179
4965;Apartment;Entire home/apt;Real Bed;2;1;1;1;1;63
4966;House;Private room;Real Bed;4;2;2;91;2;801
4967;Apartment;Private room;Real Bed;2;1;1;312;1;43
4968;Apartment;Private room;Real Bed;2;1;1;3;1;23
4969;House;Private room;Real Bed;1;1;1;25;3;13
4970;House;Entire home/apt;Real Bed;4;2;2;166;1;35
4971;Condominium;Entire home/apt;Real Bed;4;1;1;155;1;175
4972;Apartment;Private room;Real Bed;1;1;1;4;1;58
4973;Bed and breakfast;Private room;Real Bed;6;1;6;0;1;395
4974;Apartment;Private room;Real Bed;2;1;1;5;1;60
4975;Apartment;Entire home/apt;Real Bed;4;2;2;129;1;809
4976;Apartment;Entire home/apt;Real Bed;2;1;0;3;1;150
4977;Apartment;Entire home/apt;Real Bed;3;1;1;0;1;699
4978;Apartment;Entire home/apt;Real Bed;2;0;1;29;1;652
4979;Apartment;Private room;Real Bed;2;1;2;7;1;891
4980;Apartment;Private room;Real Bed;2;1;1;2;1;45
4981;Apartment;Entire home/apt;Real Bed;4;1;2;9;1;179
4982;Apartment;Entire home/apt;Real Bed;2;1;2;180;1;37
4983;Apartment;Entire home/apt;Real Bed;4;2;2;101;1.5;201
4984;Apartment;Entire home/apt;Real Bed;4;2;2;110;1;93
4985;Apartment;Private room;Real Bed;2;1;1;45;1;97
4986;House;Entire home/apt;Real Bed;6;1;2;0;1;238
4987;Condominium;Entire home/apt;Real Bed;6;2;3;2;3;834
4988;Apartment;Entire home/apt;Real Bed;2;1;1;44;1;68
4989;Apartment;Entire home/apt;Real Bed;2;1;1;1;1;115
4990;Apartment;Entire home/apt;Real Bed;2;1;1;148;1;84
4991;House;Entire home/apt;Real Bed;4;2;2;0;0;221
4992;Apartment;Private room;Real Bed;1;1;1;0;1;400
4993;Apartment;Private room;Real Bed;2;1;1;18;1;142
4994;Apartment;Private room;Real Bed;2;1;1;1;1;63
4996;Apartment;Entire home/apt;Real Bed;2;1;1;31;1;105
4997;Bed and breakfast;Private room;Real Bed;5;1;5;0;1;685
4998;Apartment;Private room;Real Bed;2;1;1;0;1;69
4999;Townhouse;Private room;Real Bed;2;1;2;0;1;200
5000;Apartment;Entire home/apt;Real Bed;6;2;4;32;2.5;120
5001;Apartment;Entire home/apt;Real Bed;6;3;3;0;1;175
5002;Apartment;Private room;Real Bed;2;1;1;1;1;79
5003;Apartment;Private room;Real Bed;4;1;2;146;1;245
5004;Apartment;Entire home/apt;Real Bed;4;1;2;19;1;654
5005;Apartment;Private room;Real Bed;1;1;1;0;1;63
5006;Bed and breakfast;Private room;Real Bed;2;1;1;0;1;417
5007;Condominium;Entire home/apt;Real Bed;2;1;1;134;1;82
5008;Apartment;Private room;Real Bed;2;1;1;38;2;35
5009;Condominium;Entire home/apt;Real Bed;7;2;3;71;2;169
5010;Condominium;Entire home/apt;Real Bed;5;2;2;2;3;540
5011;Apartment;Private room;Real Bed;2;1;1;11;1;35
5012;Apartment;Entire home/apt;Real Bed;8;3;6;239;1;56
5013;Condominium;Entire home/apt;Real Bed;7;2;3;102;1;1162
5014;Apartment;Private room;Real Bed;2;1;1;155;1;155
5015;Townhouse;Entire home/apt;Real Bed;6;3;4;236;3.5;120
5016;Apartment;Entire home/apt;Real Bed;4;2;3;137;1;85
5017;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;44
5018;Guest suite;Entire home/apt;Real Bed;2;1;1;2;1;347
5019;Apartment;Private room;Real Bed;1;1;1;36;1;228
5020;Apartment;Entire home/apt;Real Bed;6;3;3;5;1;298
5022;Apartment;Private room;Real Bed;2;1;2;6;1;105
5023;Apartment;Private room;Real Bed;2;1;1;0;1;101
5024;Apartment;Private room;Real Bed;2;1;1;52;1;48
5025;Apartment;Private room;Real Bed;2;1;1;6;1;135
5026;Loft;Entire home/apt;Real Bed;4;0;3;43;1;138
5027;House;Private room;Real Bed;2;1;1;46;1;80
5028;Apartment;Private room;Real Bed;2;1;1;9;1;35
5029;House;Entire home/apt;Real Bed;5;3;4;0;2;350
5030;Bed and breakfast;Private room;Real Bed;4;1;3;2;1;801
5031;Apartment;Private room;Real Bed;1;1;1;24;1;105
5032;House;Entire home/apt;Real Bed;4;1;2;115;1;66
5033;House;Private room;Real Bed;4;1;3;91;1;40
5034;Apartment;Entire home/apt;Real Bed;4;1;2;153;1;125
5035;Apartment;Entire home/apt;Real Bed;4;3;3;0;1;627
5036;Apartment;Private room;Real Bed;1;1;1;0;1;15
5037;Apartment;Entire home/apt;Real Bed;6;3;6;5;2;200
5038;Apartment;Private room;Real Bed;3;1;1;12;1;100
5039;Apartment;Private room;Real Bed;2;1;1;13;1;101
5040;Apartment;Entire home/apt;Real Bed;3;1;1;0;1;495
5041;Apartment;Entire home/apt;Real Bed;4;1;4;0;1.5;285
5042;Apartment;Private room;Real Bed;2;1;2;0;1;158
5043;Apartment;Entire home/apt;Real Bed;4;2;3;0;1;1192
5044;Apartment;Entire home/apt;Real Bed;2;0;1;4;1;69
5045;Apartment;Entire home/apt;Real Bed;2;1;1;0;0.5;746
5046;Apartment;Entire home/apt;Real Bed;6;3;3;19;2;1680
5047;Bed and breakfast;Entire home/apt;Real Bed;2;0;1;1;1;70
5048;Apartment;Entire home/apt;Real Bed;3;1;2;208;1;199
5049;Apartment;Entire home/apt;Real Bed;4;1;1;23;1;145
5050;Apartment;Private room;Real Bed;5;2;2;67;1;70
5051;House;Entire home/apt;Real Bed;5;2;3;1;1;343
5052;Apartment;Private room;Real Bed;2;1;1;11;1.5;27
5053;Apartment;Private room;Real Bed;2;1;1;16;1;343
5054;Apartment;Entire home/apt;Real Bed;4;3;3;118;1;40
5055;Apartment;Entire home/apt;Real Bed;6;2;6;37;1;165
5056;Resort;Private room;Real Bed;6;2;3;5;2;158
5057;Apartment;Entire home/apt;Real Bed;4;3;3;1;1;596
5058;Apartment;Private room;Real Bed;2;1;1;0;1;169
5059;Apartment;Entire home/apt;Real Bed;2;2;2;3;1;125
5060;Apartment;Private room;Real Bed;1;1;1;3;1;125
5061;Apartment;Entire home/apt;Real Bed;3;1;1;2;1;87
5062;Apartment;Entire home/apt;Real Bed;4;1;1;102;1;125
5063;Apartment;Entire home/apt;Real Bed;3;2;2;0;1;140
5064;Apartment;Entire home/apt;Real Bed;5;2;3;7;1;75
5065;House;Entire home/apt;Real Bed;8;3;3;176;1;997
5066;Apartment;Entire home/apt;Real Bed;5;2;2;31;1;54
5067;Condominium;Entire home/apt;Real Bed;3;1;2;7;1;79
5068;Condominium;Private room;Real Bed;2;1;1;182;1;95
5069;Apartment;Entire home/apt;Real Bed;3;1;2;164;1;45
5070;House;Entire home/apt;Real Bed;7;4;7;3;2;495
5071;Apartment;Private room;Real Bed;2;1;1;11;1;99
5072;Apartment;Entire home/apt;Real Bed;4;2;3;132;1;115
5073;House;Entire home/apt;Real Bed;4;2;2;0;1;300
5074;Loft;Entire home/apt;Real Bed;4;1;1;1;1;150
5075;Apartment;Entire home/apt;Real Bed;6;3;5;2;2;895
5076;Apartment;Shared room;Real Bed;2;1;2;29;1;85
5077;Resort;Private room;Real Bed;4;1;2;2;2;295
5078;Apartment;Entire home/apt;Real Bed;6;3;3;0;1;300
5079;Apartment;Entire home/apt;Real Bed;6;3;3;142;3;60
5080;House;Private room;Real Bed;4;1;4;61;1;69
5081;Townhouse;Entire home/apt;Real Bed;4;3;3;118;1;87
5082;Apartment;Entire home/apt;Real Bed;2;1;1;84;1;101
5083;Cabin;Private room;Real Bed;3;1;2;15;1.5;35
5084;Resort;Private room;Real Bed;8;2;4;4;3;345
5085;Apartment;Entire home/apt;Real Bed;2;0;1;2;1;140
5086;Aparthotel;Private room;Real Bed;3;1;1;2;1;506
5087;Apartment;Entire home/apt;Real Bed;2;0;1;9;1;110
5088;Condominium;Entire home/apt;Real Bed;2;0;1;35;1;115
5090;Apartment;Entire home/apt;Real Bed;3;1;2;16;1;40
5091;House;Private room;Real Bed;2;1;2;93;1;150
5092;Apartment;Private room;Real Bed;1;1;1;42;1;100
5093;Apartment;Entire home/apt;Real Bed;6;3;4;1;1;129
5094;Apartment;Private room;Real Bed;1;1;1;0;1;60
5095;Apartment;Entire home/apt;Real Bed;3;1;1;90;1;105
5096;Apartment;Private room;Real Bed;2;1;1;126;1;65
5097;Apartment;Entire home/apt;Real Bed;10;4;7;4;2;359
5098;Apartment;Entire home/apt;Real Bed;2;1;1;5;1;100
5099;Apartment;Entire home/apt;Real Bed;3;1;1;0;1;295
5100;House;Entire home/apt;Real Bed;3;1;2;0;1;69
5101;Apartment;Private room;Real Bed;1;1;1;19;1;424
5102;Guesthouse;Entire home/apt;Real Bed;5;2;2;43;1;90
5103;Condominium;Entire home/apt;Real Bed;11;3;4;106;2;1052
5104;House;Entire home/apt;Real Bed;6;3;4;70;1;139
5106;Apartment;Entire home/apt;Real Bed;3;1;2;6;1;60
5107;Apartment;Entire home/apt;Real Bed;5;3;3;2;1;86
5108;Apartment;Private room;Real Bed;2;1;1;12;1;80
5109;Apartment;Entire home/apt;Real Bed;6;2;4;0;1;200
5110;Apartment;Entire home/apt;Real Bed;3;1;2;86;1;99
5111;Apartment;Private room;Real Bed;1;1;1;0;1;50
5112;Apartment;Entire home/apt;Real Bed;2;1;1;259;1;139
5113;Apartment;Private room;Real Bed;2;1;1;0;1;46
5114;House;Entire home/apt;Real Bed;9;4;6;29;3;180
5115;Apartment;Entire home/apt;Real Bed;2;2;1;4;1;999
5116;Apartment;Entire home/apt;Real Bed;3;1;1;6;1;130
5117;Apartment;Private room;Real Bed;2;1;1;175;1;95
5118;House;Private room;Real Bed;2;1;1;151;1;28
5119;Serviced apartment;Entire home/apt;Real Bed;1;1;1;5;1;190
5120;Apartment;Entire home/apt;Real Bed;2;1;1;33;1;89
5121;Apartment;Entire home/apt;Real Bed;10;4;10;0;2;1891
5122;Apartment;Private room;Pull-out Sofa;2;0;1;55;1;48
5123;House;Entire home/apt;Real Bed;10;4;5;14;3;550
5124;Apartment;Private room;Real Bed;2;1;1;0;1;90
5125;Farm stay;Entire home/apt;Real Bed;4;0;3;78;1.5;55
5126;Apartment;Entire home/apt;Real Bed;2;0;1;7;1;68
5127;Apartment;Private room;Real Bed;1;1;1;0;1;196
5128;Villa;Entire home/apt;Real Bed;5;2;3;1;1;160
5129;Apartment;Entire home/apt;Real Bed;4;1;1;1;1;150
5130;Apartment;Private room;Real Bed;2;1;1;17;1;155
5131;House;Entire home/apt;Real Bed;6;4;4;3;2.5;300
5132;Apartment;Entire home/apt;Real Bed;4;0;2;82;1;80
5133;Apartment;Entire home/apt;Real Bed;6;2;3;1;1;60
5134;Apartment;Entire home/apt;Real Bed;4;2;3;0;1;100
5135;Condominium;Entire home/apt;Real Bed;2;0;1;117;1;129
5136;House;Private room;Real Bed;2;1;1;308;1;60
5137;Apartment;Entire home/apt;Real Bed;6;2;2;33;2;157
5138;Townhouse;Entire home/apt;Real Bed;4;1;2;16;1;125
5139;Bed and breakfast;Shared room;Real Bed;3;1;3;3;1;25
5140;Apartment;Private room;Real Bed;2;1;1;2;1;121
5141;Apartment;Entire home/apt;Real Bed;4;1;2;2;1;99
5142;Apartment;Entire home/apt;Real Bed;6;2;4;127;1;59
5143;Condominium;Private room;Real Bed;3;1;2;82;1;1170
5144;Apartment;Entire home/apt;Real Bed;3;1;1;0;1;125
5145;Condominium;Entire home/apt;Real Bed;6;2;4;97;2;160
5146;Apartment;Private room;Real Bed;2;1;1;15;1;377
5147;Apartment;Private room;Real Bed;2;1;2;0;1;148
5148;Apartment;Private room;Real Bed;2;1;1;0;1;153
5149;Apartment;Entire home/apt;Real Bed;6;2;2;16;2;90
5150;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;105
5151;Apartment;Private room;Real Bed;2;1;1;42;1;283
5152;Apartment;Entire home/apt;Real Bed;7;4;4;58;1;107
5153;Apartment;Private room;Real Bed;2;1;1;5;1;60
5154;Apartment;Entire home/apt;Real Bed;3;2;2;3;2;1201
5155;Apartment;Private room;Real Bed;2;1;1;2;2;55
5156;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;82
5157;Apartment;Private room;Real Bed;2;1;1;6;1;40
5158;Apartment;Entire home/apt;Real Bed;6;2;3;113;1;80
5159;Apartment;Entire home/apt;Real Bed;4;0;3;141;1;110
5160;Apartment;Entire home/apt;Real Bed;4;2;3;2;1;75
5161;Hotel;Private room;Real Bed;2;0;1;108;1;87
5162;Apartment;Entire home/apt;Real Bed;4;1;2;140;1;90
5163;Bed and breakfast;Private room;Real Bed;2;1;1;13;1;226
5164;Condominium;Entire home/apt;Real Bed;4;2;3;3;1;999
5165;Apartment;Entire home/apt;Real Bed;12;4;14;138;2;300
5166;Apartment;Private room;Real Bed;2;1;1;2;1;40
5167;House;Private room;Real Bed;1;1;1;0;1;380
5168;Apartment;Entire home/apt;Real Bed;7;2;7;96;2;316
5169;Townhouse;Private room;Real Bed;2;1;2;0;1;401
5170;Apartment;Entire home/apt;Real Bed;3;2;2;1;1;101
5171;Apartment;Entire home/apt;Real Bed;6;2;3;48;1.5;237
5172;House;Private room;Real Bed;2;1;1;8;2;50
5173;Apartment;Private room;Real Bed;1;1;1;66;1;212
5174;Apartment;Private room;Real Bed;2;1;1;99;1;30
5175;Apartment;Entire home/apt;Real Bed;4;2;4;35;1;50
5176;Apartment;Private room;Real Bed;2;1;1;8;1.5;85
5177;Apartment;Private room;Real Bed;4;1;3;1;1;100
5178;House;Entire home/apt;Real Bed;2;1;1;14;1;90
5179;Aparthotel;Private room;Real Bed;4;1;2;1;1;148
5180;Loft;Private room;Real Bed;3;1;2;0;1.5;148
5181;Apartment;Private room;Real Bed;2;1;1;0;1;50
5182;Apartment;Entire home/apt;Pull-out Sofa;6;2;6;15;2;298
5183;Apartment;Private room;Real Bed;2;1;1;149;1;60
5184;Apartment;Entire home/apt;Real Bed;6;2;3;2;1;240
5185;Apartment;Entire home/apt;Real Bed;2;1;2;1;1;67
5186;Apartment;Entire home/apt;Real Bed;3;1;1;4;1;142
5187;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;48
5188;Condominium;Entire home/apt;Real Bed;7;2;3;71;2;190
5189;Serviced apartment;Entire home/apt;Real Bed;4;0;2;4;1;178
5190;Apartment;Entire home/apt;Real Bed;4;1;2;240;1;55
5191;Apartment;Private room;Real Bed;1;1;1;0;1;90
5192;House;Entire home/apt;Real Bed;5;3;5;1;2;399
5193;Apartment;Entire home/apt;Real Bed;10;3;7;0;3;701
5194;Apartment;Entire home/apt;Real Bed;6;2;4;11;1;125
5195;House;Private room;Real Bed;1;1;1;26;1.5;55
5196;Apartment;Entire home/apt;Real Bed;4;2;2;110;2;360
5197;Loft;Entire home/apt;Real Bed;3;1;3;20;1;75
5198;Apartment;Entire home/apt;Futon;2;1;1;62;1;70
5199;Serviced apartment;Private room;Real Bed;4;1;3;61;1;353
5200;Apartment;Entire home/apt;Real Bed;3;1;2;10;1;150
5201;Apartment;Private room;Real Bed;2;1;1;27;1;300
5202;Loft;Entire home/apt;Real Bed;2;1;1;5;1;105
5203;Serviced apartment;Entire home/apt;Real Bed;2;1;1;6;1;64
5204;Apartment;Entire home/apt;Real Bed;2;0;1;9;1;150
5205;Apartment;Entire home/apt;Real Bed;4;1;2;3;2;420
5206;Apartment;Entire home/apt;Real Bed;2;1;1;1;1;80
5207;Apartment;Entire home/apt;Real Bed;3;0;1;92;1;221
5208;Villa;Private room;Real Bed;12;6;8;0;6;60
5209;Apartment;Entire home/apt;Real Bed;3;2;2;0;1;90
5210;Townhouse;Entire home/apt;Real Bed;6;3;5;0;3;300
5211;Apartment;Private room;Real Bed;2;1;1;73;2;78
5212;Apartment;Private room;Real Bed;2;1;2;0;1;248
